Année d’obtention;Diplôme;Situation;Remarque;Discipline principale agrégée de l’école doctorale;Part de femmes diplômées;Age moyen à la soutenance;Part_docteurs étrangers;Nombre de répondant;Taux de réponse;Part de docteurs déclarant avoir été financés pour réaliser leur thèse;Taux d'insertion;Taux d’emploi stable;Taux d’emploi cadre;Taux d’emploi à temps plein;Répartition des docteurs en emploi dans le secteur académique;Répartition des docteurs en emploi dans le public hors secteur académique;Répartition des docteurs en emploi dans la R&D privée;Répartition des docteurs en emploi dans le privé hors secteur académique et R&D;Taux d’emploi à l’étranger;Taux d’emploi des docteurs dans la même région;1er quartile du salaire net mensuel des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;3ème quartile du salaire net mensuel des emplois à temps plein;Salaire brut annuel moyen estimé;Lib_Etablissement;NUMERO_UAI;Lib_Etablissement_Courant;NUMERO_UAI_Courant
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;20;28;31;28;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;67;36;51;25;25;61;65;43;76;79;66;28;5;0;52;nd;1983;2281;2281;ns;;;UNIVERSITE DE PARIS;0755976N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;31;35;8;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE PARIS SCIENCES ET LETTRES;0756036D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;46;35;55;7;63;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;29;30;61;25;61;97;97;58;83;85;45;12;12;32;34;12;1903;2522;2692;35603;UT TROYES;0101060Y;UT TROYES;0101060Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;28;28;43;35;60;89;85;75;98;98;41;11;18;29;21;11;2160;2479;2893;38304;CAEN;0141408E;CAEN;0141408E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;56;35;37;48;60;41;85;78;80;90;45;45;2;9;25;43;1638;2178;2479;30744;DIJON;0211237F;DIJON;0211237F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;56;36;41;22;69;68;84;78;85;82;41;35;20;5;13;42;1747;2057;2158;29040;BESANCON;0251215K;BESANCON;0251215K
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;29;49;26;70;89;95;75;94;95;36;10;30;25;14;72;1975;2250;2494;35574;INSA TOULOUSE;0310152X;INSA TOULOUSE;0310152X
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;33;30;67;6;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;TOULOUSE 1;0311382J;TOULOUSE 1;0311382J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;57;36;31;61;55;37;83;74;81;89;41;42;2;15;25;46;1843;2074;2571;30000;TOULOUSE 2;0311383K;TOULOUSE 2;0311383K
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;45;34;37;64;67;73;92;72;84;87;57;26;0;17;40;33;1923;2366;2993;34314;BORDEAUX;0333298F;BORDEAUX;0333298F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;36;29;51;107;57;87;87;61;97;98;50;14;20;17;27;20;2074;2322;2550;34000;MONTPELLIER 2 (fermé);0341088Y;U MONTPELLIER;0342321N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;55;39;44;38;61;48;90;69;82;90;57;28;5;10;28;42;1956;2468;2679;34848;MONTPELLIER 3;0341089Z;MONTPELLIER 3;0341089Z
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;27;29;59;25;61;83;97;59;100;94;56;15;24;6;75;9;2625;2675;3185;42000;INSA RENNES;0350097R;INSA RENNES;0350097R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;38;29;28;21;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ENSM ST-ETIENNE;0420094Z;ENSM ST-ETIENNE;0420094Z
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;15;29;51;35;64;91;95;69;97;100;65;15;17;2;49;13;2160;2468;2774;36708;EC. CENTRALE NANTES;0440100V;EC. CENTRALE NANTES;0440100V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;21;30;43;42;49;91;92;70;93;96;48;6;31;15;37;27;2125;2315;2928;37000;NANTES;0440984F;NANTES;0440984F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;54;36;39;20;49;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;NANTES;0440984F;NANTES;0440984F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;100;34;50;6;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ONIRIS NANTES ATLANTIQUE;0442674T;ONIRIS NANTES ATLANTIQUE;0442674T
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;29;28;53;13;76;100;88;45;88;100;52;12;16;20;42;8;2057;2196;2274;31000;ANGERS;0490970N;ANGERS;0490970N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LILLE 1 (fermé);0593559Y;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;48;31;22;46;69;68;98;56;94;100;69;10;6;14;31;0;2108;2363;3703;37812;LILLE 2 (fermé);0593560Z;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;31;29;63;11;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;UT COMPIEGNE;0601223D;UT COMPIEGNE;0601223D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;17;37;67;5;83;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ARTOIS;0623957P;ARTOIS;0623957P
2014;DOCTORAT;36 mois après le diplôme;;Sciences du vivant;72;30;25;46;77;79;84;55;91;90;61;23;17;0;34;41;1842;2254;2550;33000;CLERMONT AUVERGNE;0632035V;CLERMONT AUVERGNE;0632035V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;53;37;49;70;53;60;89;68;81;90;46;37;4;14;32;35;1929;2074;2520;29280;UNIVERSITE DE STRASBOURG;0673021V;UNIVERSITE DE STRASBOURG;0673021V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;39;29;44;91;57;87;94;71;90;97;26;12;40;22;29;38;2188;2438;2958;39000;LYON 1;0691774D;LYON 1;0691774D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;62;37;22;56;61;43;78;72;80;76;47;34;2;17;50;24;2054;2338;2567;33000;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;32;36;41;16;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LYON 3;0692437Z;LYON 3;0692437Z
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;18;29;35;12;70;100;100;69;100;92;45;32;23;0;35;27;1954;2408;2621;34000;ENTPE LYON;0692566P;ENTPE LYON;0692566P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;28;26;33;73;91;91;52;94;100;66;29;2;2;43;6;2142;2346;2692;33120;ENS LYON;0694123G;ENS LYON;0694123G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;50;31;67;4;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;46;33;15;11;84;38;100;43;100;100;73;27;0;0;20;0;1760;2100;2253;29650;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;59;36;34;127;57;58;93;67;86;86;42;39;2;18;23;57;1918;2294;2696;32380;PARIS 1;0751717J;PARIS 1;0751717J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;44;34;39;28;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;PARIS 2;0751718K;PARIS 2;0751718K
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;12;31;38;33;51;93;93;73;98;97;25;7;55;12;40;33;2571;2813;3188;44000;ENSAM;0753237L;ENSAM;0753237L
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;100;39;59;4;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;INALCO PARIS;0753488J;INALCO PARIS;0753488J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;EHESS PARIS;0753742K;EHESS PARIS;0753742K
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;68;37;34;25;61;55;91;73;92;86;49;37;0;14;18;43;1995;2281;2366;32208;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;30;29;29;7;35;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;POITIERS;0860856N;POITIERS;0860856N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;63;34;54;18;51;58;100;87;100;100;64;19;0;17;21;15;1648;2057;3086;29040;POITIERS;0860856N;POITIERS;0860856N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;38;31;55;6;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;EVRY;0911975C;EVRY;0911975C
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;EVRY;0911975C;EVRY;0911975C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;61;38;31;21;58;47;96;73;96;90;13;83;0;4;14;nd;2281;2380;2593;31920;CAEN;0141408E;CAEN;0141408E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;45;29;43;28;70;86;81;35;100;100;68;3;17;11;29;nd;2345;2625;3313;31000;LA ROCHELLE;0171463Y;LA ROCHELLE;0171463Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;3;37;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LA ROCHELLE;0171463Y;LA ROCHELLE;0171463Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;20;29;38;31;62;88;95;41;97;97;45;7;24;25;15;nd;2250;2375;2569;31944;DIJON;0211237F;DIJON;0211237F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;50;44;30;6;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;BREST;0290346U;BREST;0290346U
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;33;30;67;6;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;TOULOUSE 1;0311382J;TOULOUSE 1;0311382J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;50;30;31;7;70;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;TOULOUSE 3;0311384L;TOULOUSE 3;0311384L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;64;34;21;10;71;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;IEP BORDEAUX;0330192E;IEP BORDEAUX;0330192E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;3;74;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;MONTPELLIER 2 (fermé);0341088Y;U MONTPELLIER;0342321N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;55;39;44;38;61;48;84;60;92;94;54;37;3;6;10;nd;1956;2385;2674;24684;MONTPELLIER 3;0341089Z;MONTPELLIER 3;0341089Z
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;45;35;40;21;50;65;85;30;95;84;68;25;0;8;21;nd;1815;1995;2256;23232;MONTPELLIER 3;0341089Z;MONTPELLIER 3;0341089Z
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;27;29;59;25;61;83;97;52;91;94;60;15;16;9;56;nd;2625;2675;3185;38500;INSA RENNES;0350097R;INSA RENNES;0350097R
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;50;29;28;25;69;82;88;54;100;94;55;11;22;12;36;nd;2313;2520;2793;32880;AGROCAMPUS OUEST;0352692L;AGROCAMPUS OUEST;0352692L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;15;29;51;35;64;91;97;47;92;98;60;13;22;5;45;nd;2160;2569;2877;30492;EC. CENTRALE NANTES;0440100V;EC. CENTRALE NANTES;0440100V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;61;30;17;45;62;92;66;34;82;89;56;22;3;19;33;nd;2057;2704;4114;34848;NANTES;0440984F;NANTES;0440984F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;67;30;50;5;83;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ONIRIS NANTES ATLANTIQUE;0442674T;ONIRIS NANTES ATLANTIQUE;0442674T
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;27;29;41;47;75;84;90;54;96;100;49;14;17;20;37;nd;2250;2500;2875;33000;ORLEANS;0450855K;ORLEANS;0450855K
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;63;29;26;15;79;92;72;31;100;100;47;29;17;7;13;nd;2006;2261;2413;29040;ORLEANS;0450855K;ORLEANS;0450855K
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;31;30;48;211;76;88;85;59;96;96;60;10;17;13;45;nd;2174;2438;2800;30492;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;48;31;22;46;69;68;94;41;96;93;77;9;2;12;29;nd;2108;2777;4628;42108;LILLE 2 (fermé);0593560Z;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LILLE 3 (fermé);0593561A;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;31;29;63;11;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;UT COMPIEGNE;0601223D;UT COMPIEGNE;0601223D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ARTOIS;0623957P;ARTOIS;0623957P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;17;37;67;5;83;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ARTOIS;0623957P;ARTOIS;0623957P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;1;33;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;INSA LYON;0690192J;INSA LYON;0690192J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;78;31;0;6;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;18;29;35;12;70;100;100;51;100;91;56;22;13;8;21;nd;1954;2621;2652;32000;ENTPE LYON;0692566P;ENTPE LYON;0692566P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;39;35;41;14;50;80;82;68;94;84;32;61;0;6;45;nd;1683;2040;2550;28500;ENS LYON;0694123G;ENS LYON;0694123G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;32;30;54;22;63;90;93;49;97;100;67;6;11;16;42;nd;1563;2057;2688;24684;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;34;29;44;301;64;89;89;49;96;97;48;9;20;23;48;nd;2281;2688;3092;37000;PARIS 6 (fermé);0751722P;SORBONNE UNIVERSITE;0755890V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ENS PARIS;0753455Y;ENS PARIS;0753455Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;54;36;47;96;48;73;87;42;95;91;61;31;3;5;44;nd;2160;2385;2571;30396;EHESS PARIS;0753742K;EHESS PARIS;0753742K
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;1;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LE HAVRE;0762762P;LE HAVRE;0762762P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;43;32;57;5;71;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LE HAVRE;0762762P;LE HAVRE;0762762P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;38;30;40;29;69;75;79;42;97;100;57;15;15;13;25;nd;1934;2313;2380;30000;AMIENS;0801344B;AMIENS;0801344B
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;38;31;55;6;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;EVRY;0911975C;EVRY;0911975C
